order_id,order_date,customer_id,customer_segment,store_id,product_id,product_name,category,quantity,unit_price,discount,gross_sales,discount_amount,revenue,cost,profit,payment_method
ORD000018,2025-07-05,CUST01981,Regular,ST001,PROD0010,Mixer Grinder,Home & Kitchen,1,12514.95,0.15,12514.95,1877.2425,10637.7075,8903.89,1733.817500000001,UPI
ORD000019,2025-09-04,CUST01553,Premium,ST001,PROD0001,Wireless Headphones,Electronics,1,71728.58,0.0,71728.58,0.0,71728.58,57271.44,14457.14,Credit Card
ORD000020,2024-04-20,CUST01316,Regular,ST005,PROD0020,Hoodie,Clothing,2,1024.62,0.05,2049.24,102.46199999999999,1946.7779999999998,1300.27,646.5079999999998,Cash
ORD000021,2025-01-19,CUST00074,Regular,ST005,PROD0043,Cooking Oil,Grocery,2,1527.63,0.15,3055.26,458.28900000000004,2596.971,2252.62,344.3510000000001,Cash
ORD000022,2024-07-09,CUST00484,Regular,ST003,PROD0029,Lipstick,Beauty,2,3353.75,0.2,6707.5,1341.5,5366.0,3311.93,2054.07,Credit Card
ORD000023,2025-05-04,CUST00016,Regular,ST001,PROD0002,Bluetooth Speaker,Electronics,2,72806.68,0.05,145613.36,7280.668,138332.69199999998,114752.91,23579.781999999977,UPI
ORD000024,2025-11-24,CUST01550,Regular,ST003,PROD0026,Moisturizer,Beauty,2,4671.46,0.15,9342.92,1401.4379999999999,7941.482,3697.05,4244.432,Credit Card
ORD000025,2025-03-01,CUST01360,Premium,ST004,PROD0011,Electric Kettle,Home & Kitchen,3,2062.4,0.1,6187.200000000001,618.7200000000001,5568.4800000000005,3942.01,1626.4700000000003,Debit Card
ORD000026,2025-02-08,CUST01897,Premium,ST005,PROD0025,Face Wash,Beauty,5,3361.57,0.05,16807.850000000002,840.3925000000002,15967.457500000002,9370.49,6596.9675000000025,UPI
ORD000027,2024-11-30,CUST01151,Regular,ST001,PROD0034,Cricket Bat,Sports,1,5837.89,0.2,5837.89,1167.5780000000002,4670.312,3160.59,1509.7219999999998,UPI
ORD000028,2024-07-27,CUST00129,Regular,ST004,PROD0041,Rice 5kg,Grocery,1,615.27,0.1,615.27,61.527,553.7429999999999,483.75,69.99299999999994,UPI
ORD000029,2024-01-22,CUST00511,Regular,ST002,PROD0001,Wireless Headphones,Electronics,1,71728.58,0.1,71728.58,7172.858,64555.722,58514.59,6041.132000000005,UPI
ORD000030,2025-11-08,CUST00423,Regular,ST005,PROD0031,Hair Serum,Beauty,4,2117.69,0.1,8470.76,847.076,7623.684,3415.59,4208.094,UPI
ORD000031,2025-09-02,CUST02433,Regular,ST005,PROD0038,Skipping Rope,Sports,1,3408.68,0.1,3408.68,340.868,3067.812,2250.11,817.7019999999998,UPI
ORD000032,2024-07-26,CUST01907,Occasional,ST007,PROD0022,Kurta,Clothing,2,4560.86,0.1,9121.72,912.172,8209.547999999999,5051.86,3157.687999999999,UPI
ORD000033,2024-01-08,CUST00232,Regular,ST003,PROD0002,Bluetooth Speaker,Electronics,1,72806.68,0.1,72806.68,7280.668,65526.011999999995,58537.42,6988.591999999997,Cash
ORD000034,2025-12-02,CUST00959,Regular,ST004,PROD0047,Breakfast Cereal,Grocery,4,1377.5,0.2,5510.0,1102.0,4408.0,3703.93,704.0700000000002,UPI
ORD000035,2025-11-17,CUST00825,Occasional,ST002,PROD0001,Wireless Headphones,Electronics,4,71728.58,0.05,286914.32,14345.716,272568.604,216206.92,56361.68399999998,Cash
ORD000036,2025-06-12,CUST00065,Occasional,ST002,PROD0024,Casual Shoes,Clothing,3,3798.5,0.15,11395.5,1709.325,9686.175,4972.68,4713.494999999999,Net Banking
ORD000037,2025-08-24,CUST00833,Occasional,ST001,PROD0036,Badminton Racket,Sports,1,999.85,0.05,999.85,49.99250000000001,949.8575000000001,565.26,384.5975000000001,Credit Card
ORD000038,2025-10-14,CUST00615,Regular,ST002,PROD0045,Coffee,Grocery,1,177.86,0.0,177.86,0.0,177.86,161.96,15.900000000000006,Credit Card
ORD000039,2025-10-18,CUST02029,Regular,ST001,PROD0036,Badminton Racket,Sports,1,999.85,0.2,999.85,199.97000000000003,799.88,481.69,318.19,UPI
ORD000040,2024-06-14,CUST00801,Regular,ST008,PROD0047,Breakfast Cereal,Grocery,1,1377.5,0.05,1377.5,68.875,1308.625,1194.12,114.50500000000011,UPI
ORD000041,2025-05-10,CUST01968,Regular,ST005,PROD0034,Cricket Bat,Sports,1,5837.89,0.1,5837.89,583.7890000000001,5254.101000000001,3431.76,1822.3410000000003,Debit Card
ORD000042,2025-08-12,CUST00278,Regular,ST001,PROD0009,Air Fryer,Home & Kitchen,1,6620.38,0.15,6620.38,993.057,5627.323,4199.16,1428.1630000000005,Cash
ORD000043,2025-03-04,CUST02014,Regular,ST001,PROD0012,Coffee Maker,Home & Kitchen,1,11103.41,0.15,11103.41,1665.5114999999998,9437.8985,7661.59,1776.3084999999992,Debit Card
ORD000044,2024-06-11,CUST01718,Occasional,ST003,PROD0046,Biscuits,Grocery,3,1680.92,0.0,5042.76,0.0,5042.76,4226.3,816.46,UPI
ORD000045,2024-12-31,CUST02414,Regular,ST003,PROD0020,Hoodie,Clothing,3,1024.62,0.1,3073.8599999999997,307.38599999999997,2766.4739999999997,1327.54,1438.9339999999997,Credit Card
ORD000046,2025-06-09,CUST01239,Occasional,ST002,PROD0004,Laptop,Electronics,2,55531.62,0.15,111063.24,16659.486,94403.754,75247.8,19155.953999999998,Debit Card
ORD000047,2024-08-26,CUST02487,Regular,ST004,PROD0015,Storage Box,Home & Kitchen,4,7544.45,0.0,30177.8,0.0,30177.8,24781.54,5396.259999999998,Debit Card
ORD000048,2024-03-12,CUST00428,Occasional,ST007,PROD0004,Laptop,Electronics,1,55531.62,0.0,55531.62,0.0,55531.62,48954.89,6576.730000000003,UPI
ORD000049,2025-03-20,CUST02444,Regular,ST004,PROD0005,Smart Watch,Electronics,1,22313.35,0.05,22313.35,1115.6675,21197.6825,17525.28,3672.4025,Debit Card
ORD000050,2025-10-16,CUST01525,Regular,ST004,PROD0010,Mixer Grinder,Home & Kitchen,1,12514.95,0.05,12514.95,625.7475000000001,11889.202500000001,8605.44,3283.7625000000007,Credit Card
ORD000051,2025-05-23,CUST01487,Regular,ST006,PROD0044,Tea,Grocery,5,1873.28,0.15,9366.4,1404.9599999999998,7961.44,6889.62,1071.8199999999997,Cash
ORD000052,2024-09-25,CUST00586,Regular,ST001,PROD0044,Tea,Grocery,1,1873.28,0.1,1873.28,187.328,1685.952,1364.5,321.452,UPI
ORD000053,2025-02-18,CUST00375,Occasional,ST002,PROD0040,Resistance Bands,Sports,4,6869.81,0.1,27479.24,2747.9240000000004,24731.316000000003,15706.29,9025.026000000002,UPI
ORD000054,2024-09-01,CUST01524,Regular,ST004,PROD0036,Badminton Racket,Sports,1,999.85,0.0,999.85,0.0,999.85,697.51,302.34000000000003,Debit Card
ORD000055,2025-11-05,CUST00093,Regular,ST005,PROD0035,Football,Sports,3,5666.57,0.0,16999.71,0.0,16999.71,12681.9,4317.8099999999995,UPI
ORD000056,2024-02-29,CUST01601,Regular,ST004,PROD0001,Wireless Headphones,Electronics,1,71728.58,0.1,71728.58,7172.858,64555.722,52094.52,12461.202000000005,Credit Card
ORD000057,2024-01-06,CUST02369,Regular,ST001,PROD0018,Women's T-Shirt,Clothing,3,2452.3,0.2,7356.900000000001,1471.38,5885.52,3983.31,1902.2100000000005,Cash
ORD000058,2025-12-09,CUST00914,Regular,ST008,PROD0031,Hair Serum,Beauty,5,2117.69,0.15,10588.45,1588.2675000000002,9000.1825,5673.62,3326.562500000001,UPI
ORD000059,2025-07-23,CUST01346,Occasional,ST003,PROD0046,Biscuits,Grocery,4,1680.92,0.2,6723.68,1344.736,5378.944,4447.01,931.9340000000002,Credit Card
ORD000060,2025-02-10,CUST01841,Premium,ST006,PROD0006,USB-C Charger,Electronics,3,15896.3,0.1,47688.899999999994,4768.889999999999,42920.009999999995,39296.23,3623.7799999999916,Credit Card
ORD000061,2024-08-04,CUST01302,Regular,ST007,PROD0006,USB-C Charger,Electronics,1,15896.3,0.0,15896.3,0.0,15896.3,12749.05,3147.25,Debit Card
ORD000062,2024-01-26,CUST01622,Regular,ST003,PROD0042,Wheat Flour 5kg,Grocery,2,261.36,0.0,522.72,0.0,522.72,443.35,79.37,Credit Card
ORD000063,2024-01-05,CUST01562,Regular,ST006,PROD0019,Jeans,Clothing,3,1239.82,0.2,3719.46,743.892,2975.568,1609.38,1366.188,UPI
ORD000064,2025-06-15,CUST01754,Regular,ST005,PROD0032,Body Lotion,Beauty,1,1768.61,0.1,1768.61,176.861,1591.7489999999998,661.35,930.3989999999998,Debit Card
ORD000065,2025-01-24,CUST01417,Occasional,ST007,PROD0042,Wheat Flour 5kg,Grocery,3,261.36,0.2,784.08,156.81600000000003,627.264,511.85,115.41399999999999,Debit Card
ORD000066,2025-12-10,CUST00095,Premium,ST002,PROD0030,Sunscreen,Beauty,1,4512.26,0.15,4512.26,676.839,3835.4210000000003,2420.16,1415.2610000000004,UPI
ORD000067,2025-07-24,CUST01780,Occasional,ST008,PROD0026,Moisturizer,Beauty,1,4671.46,0.15,4671.46,700.7189999999999,3970.741,1734.24,2236.501,Debit Card
ORD000068,2025-03-23,CUST00959,Regular,ST001,PROD0003,Smartphone,Electronics,2,25659.14,0.0,51318.28,0.0,51318.28,42419.67,8898.61,Credit Card
ORD000069,2024-05-25,CUST01131,Occasional,ST006,PROD0033,Yoga Mat,Sports,1,372.43,0.1,372.43,37.243,335.187,230.15,105.037,UPI
ORD000070,2025-01-22,CUST01414,Regular,ST003,PROD0031,Hair Serum,Beauty,1,2117.69,0.15,2117.69,317.6535,1800.0365000000002,786.0,1014.0365000000002,Debit Card
ORD000071,2024-09-05,CUST01784,Premium,ST001,PROD0047,Breakfast Cereal,Grocery,1,1377.5,0.1,1377.5,137.75,1239.75,1137.1,102.65000000000009,Credit Card
ORD000072,2025-06-09,CUST02119,Premium,ST001,PROD0020,Hoodie,Clothing,2,1024.62,0.15,2049.24,307.38599999999997,1741.8539999999998,854.58,887.2739999999998,UPI
ORD000073,2025-04-06,CUST00664,Regular,ST003,PROD0004,Laptop,Electronics,2,55531.62,0.25,111063.24,27765.81,83297.43000000001,69401.19,13896.240000000005,UPI
ORD000074,2024-01-13,CUST00969,Premium,ST003,PROD0032,Body Lotion,Beauty,1,1768.61,0.0,1768.61,0.0,1768.61,1034.12,734.49,Debit Card
ORD000075,2025-01-18,CUST02416,Regular,ST002,PROD0018,Women's T-Shirt,Clothing,4,2452.3,0.1,9809.2,980.9200000000001,8828.28,6166.65,2661.630000000001,Net Banking
ORD000076,2025-07-09,CUST02099,Premium,ST002,PROD0010,Mixer Grinder,Home & Kitchen,1,12514.95,0.15,12514.95,1877.2425,10637.7075,8210.2,2427.5074999999997,UPI
ORD000077,2025-02-02,CUST01167,Premium,ST003,PROD0022,Kurta,Clothing,2,4560.86,0.15,9121.72,1368.2579999999998,7753.4619999999995,4608.94,3144.522,Credit Card
ORD000078,2024-01-19,CUST01572,Occasional,ST003,PROD0017,Men's T-Shirt,Clothing,1,3182.37,0.1,3182.37,318.237,2864.133,1387.28,1476.8529999999998,UPI
ORD000079,2025-07-28,CUST01524,Premium,ST004,PROD0042,Wheat Flour 5kg,Grocery,2,261.36,0.15,522.72,78.408,444.312,366.76,77.55200000000002,Credit Card
ORD000080,2025-05-05,CUST00988,Premium,ST007,PROD0004,Laptop,Electronics,2,55531.62,0.1,111063.24,11106.324,99956.916,83708.71,16248.205999999991,UPI
ORD000081,2025-02-22,CUST02308,Regular,ST005,PROD0037,Dumbbells,Sports,2,4164.94,0.1,8329.88,832.9879999999999,7496.891999999999,5396.49,2100.401999999999,Credit Card
ORD000082,2024-12-02,CUST01226,Regular,ST001,PROD0007,Power Bank,Electronics,3,15422.89,0.05,46268.67,2313.4335,43955.2365,35970.44,7984.796499999997,Cash
ORD000083,2025-02-22,CUST01209,Regular,ST004,PROD0008,Wireless Mouse,Electronics,3,27894.92,0.05,83684.76,4184.238,79500.522,66533.42,12967.101999999999,Debit Card
ORD000084,2025-09-03,CUST02206,Regular,ST006,PROD0001,Wireless Headphones,Electronics,1,71728.58,0.25,71728.58,17932.145,53796.435,49322.93,4473.504999999997,UPI
ORD000085,2025-11-05,CUST00099,Regular,ST001,PROD0008,Wireless Mouse,Electronics,2,27894.92,0.2,55789.84,11157.968,44631.871999999996,36301.2,8330.671999999999,Debit Card
ORD000086,2024-05-01,CUST02289,Regular,ST003,PROD0019,Jeans,Clothing,1,1239.82,0.1,1239.82,123.982,1115.838,549.07,566.7679999999999,Credit Card
ORD000087,2025-03-07,CUST01515,Regular,ST004,PROD0017,Men's T-Shirt,Clothing,3,3182.37,0.2,9547.11,1909.4220000000003,7637.688,3867.55,3770.138,UPI
ORD000088,2024-02-13,CUST00202,Occasional,ST008,PROD0041,Rice 5kg,Grocery,2,615.27,0.0,1230.54,0.0,1230.54,1106.06,124.48000000000002,UPI
ORD000089,2024-11-12,CUST00634,Premium,ST004,PROD0048,Dry Fruits,Grocery,1,347.84,0.05,347.84,17.392,330.448,284.09,46.358000000000004,UPI
ORD000090,2025-01-15,CUST00746,Premium,ST005,PROD0009,Air Fryer,Home & Kitchen,2,6620.38,0.2,13240.76,2648.152,10592.608,8165.92,2426.688,Cash
ORD000091,2024-05-24,CUST00490,Regular,ST003,PROD0016,Water Bottle,Home & Kitchen,4,4709.15,0.1,18836.6,1883.6599999999999,16952.94,12033.99,4918.949999999999,UPI
ORD000092,2024-11-22,CUST00579,Occasional,ST006,PROD0045,Coffee,Grocery,1,177.86,0.1,177.86,17.786,160.074,129.49,30.584000000000003,Credit Card
ORD000093,2024-12-28,CUST00273,Regular,ST003,PROD0037,Dumbbells,Sports,2,4164.94,0.2,8329.88,1665.9759999999999,6663.9039999999995,4914.92,1748.9839999999995,Debit Card
ORD000094,2024-02-19,CUST01243,Regular,ST003,PROD0027,Shampoo,Beauty,2,4140.71,0.05,8281.42,414.071,7867.349,3148.52,4718.829,UPI
ORD000095,2024-03-05,CUST00786,Occasional,ST004,PROD0002,Bluetooth Speaker,Electronics,1,72806.68,0.1,72806.68,7280.668,65526.011999999995,53067.12,12458.891999999993,UPI
ORD000096,2024-12-20,CUST00453,Occasional,ST008,PROD0036,Badminton Racket,Sports,2,999.85,0.0,1999.7,0.0,1999.7,1349.58,650.1200000000001,Debit Card
ORD000097,2024-06-12,CUST01176,Regular,ST001,PROD0012,Coffee Maker,Home & Kitchen,1,11103.41,0.25,11103.41,2775.8525,8327.557499999999,6149.96,2177.597499999999,UPI
ORD000098,2024-05-20,CUST02395,Regular,ST002,PROD0035,Football,Sports,4,5666.57,0.25,22666.28,5666.57,16999.71,11469.19,5530.519999999999,Debit Card
ORD000099,2024-05-07,CUST00816,Regular,ST005,PROD0031,Hair Serum,Beauty,3,2117.69,0.05,6353.07,317.6535,6035.416499999999,2510.31,3525.1064999999994,Debit Card
ORD000100,2025-02-01,CUST00414,Premium,ST004,PROD0019,Jeans,Clothing,4,1239.82,0.2,4959.28,991.856,3967.424,2402.16,1565.2640000000001,Debit Card
ORD000101,2025-04-07,CUST01551,Regular,ST002,PROD0026,Moisturizer,Beauty,1,4671.46,0.15,4671.46,700.7189999999999,3970.741,1820.49,2150.251,Credit Card
ORD000102,2024-07-05,CUST00431,Regular,ST002,PROD0036,Badminton Racket,Sports,1,999.85,0.0,999.85,0.0,999.85,718.84,281.01,Credit Card
ORD000103,2025-12-20,CUST02427,Regular,ST003,PROD0004,Laptop,Electronics,1,55531.62,0.0,55531.62,0.0,55531.62,44462.81,11068.810000000005,Credit Card
ORD000104,2024-07-08,CUST00895,Regular,ST004,PROD0048,Dry Fruits,Grocery,2,347.84,0.0,695.68,0.0,695.68,588.23,107.44999999999993,UPI
ORD000105,2025-01-22,CUST02476,Regular,ST006,PROD0043,Cooking Oil,Grocery,4,1527.63,0.0,6110.52,0.0,6110.52,5029.5,1081.0200000000004,Net Banking
ORD000106,2025-03-04,CUST01947,Regular,ST001,PROD0031,Hair Serum,Beauty,4,2117.69,0.1,8470.76,847.076,7623.684,4158.8,3464.884,Debit Card
ORD000107,2024-10-10,CUST01108,Premium,ST007,PROD0013,Dinner Set,Home & Kitchen,2,8112.39,0.1,16224.78,1622.478,14602.302,11653.41,2948.892,UPI
ORD000108,2024-08-24,CUST00192,Regular,ST003,PROD0043,Cooking Oil,Grocery,2,1527.63,0.25,3055.26,763.815,2291.445,1961.67,329.7750000000001,Cash
ORD000109,2024-07-12,CUST00041,Regular,ST002,PROD0039,Gym Gloves,Sports,4,1095.35,0.05,4381.4,219.07,4162.33,2798.59,1363.7399999999998,Debit Card
ORD000110,2024-10-13,CUST01888,Regular,ST004,PROD0046,Biscuits,Grocery,3,1680.92,0.15,5042.76,756.414,4286.3460000000005,3678.98,607.3660000000004,Debit Card
ORD000111,2024-05-15,CUST01860,Regular,ST005,PROD0004,Laptop,Electronics,2,55531.62,0.05,111063.24,5553.162,105510.07800000001,90708.01,14802.068000000014,UPI
ORD000112,2024-06-19,CUST01797,Occasional,ST001,PROD0040,Resistance Bands,Sports,2,6869.81,0.0,13739.62,0.0,13739.62,9764.35,3975.2700000000004,UPI
ORD000113,2024-06-07,CUST01333,Premium,ST005,PROD0044,Tea,Grocery,2,1873.28,0.2,3746.56,749.312,2997.248,2406.2,591.0480000000002,Debit Card
ORD000114,2024-07-19,CUST00136,Regular,ST006,PROD0013,Dinner Set,Home & Kitchen,3,8112.39,0.05,24337.170000000002,1216.8585,23120.311500000003,19596.48,3523.831500000004,UPI
ORD000115,2025-05-01,CUST01814,Regular,ST001,PROD0041,Rice 5kg,Grocery,3,615.27,0.2,1845.81,369.16200000000003,1476.648,1194.49,282.1579999999999,Cash
ORD000116,2025-07-10,CUST00106,Premium,ST001,PROD0009,Air Fryer,Home & Kitchen,1,6620.38,0.2,6620.38,1324.076,5296.304,3844.54,1451.7640000000001,Debit Card
ORD000117,2025-08-05,CUST00519,Occasional,ST002,PROD0002,Bluetooth Speaker,Electronics,2,72806.68,0.15,145613.36,21842.003999999997,123771.35599999999,106576.24,17195.11599999998,UPI
ORD000118,2025-05-18,CUST01942,Regular,ST006,PROD0035,Football,Sports,3,5666.57,0.0,16999.71,0.0,16999.71,11654.67,5345.039999999999,Credit Card
ORD000119,2025-01-05,CUST01566,Regular,ST002,PROD0012,Coffee Maker,Home & Kitchen,2,11103.41,0.25,22206.82,5551.705,16655.114999999998,13745.42,2909.694999999998,Credit Card
ORD000120,2024-04-12,CUST00126,Regular,ST006,PROD0017,Men's T-Shirt,Clothing,2,3182.37,0.0,6364.74,0.0,6364.74,4243.6,2121.1399999999994,UPI
ORD000121,2024-05-04,CUST02448,Premium,ST004,PROD0004,Laptop,Electronics,1,55531.62,0.2,55531.62,11106.324,44425.296,37444.81,6980.486000000004,UPI
ORD000122,2024-11-08,CUST02127,Regular,ST006,PROD0014,Bedsheet Set,Home & Kitchen,2,4532.8,0.1,9065.6,906.5600000000001,8159.04,6806.16,1352.88,Net Banking
ORD000123,2025-04-02,CUST00389,Occasional,ST004,PROD0021,Formal Shirt,Clothing,2,2960.13,0.05,5920.26,296.01300000000003,5624.247,3267.02,2357.2270000000003,Debit Card
ORD000124,2024-08-17,CUST01559,Regular,ST003,PROD0041,Rice 5kg,Grocery,1,615.27,0.15,615.27,92.2905,522.9795,430.01,92.96950000000004,UPI
ORD000125,2025-10-19,CUST01725,Regular,ST007,PROD0008,Wireless Mouse,Electronics,5,27894.92,0.1,139474.59999999998,13947.46,125527.13999999998,102181.28,23345.859999999986,UPI
ORD000126,2024-07-15,CUST02122,Occasional,ST005,PROD0033,Yoga Mat,Sports,2,372.43,0.15,744.86,111.729,633.131,458.07,175.06099999999998,UPI
ORD000127,2025-02-26,CUST01029,Regular,ST004,PROD0045,Coffee,Grocery,3,177.86,0.1,533.58,53.358000000000004,480.22200000000004,386.42,93.80200000000002,Credit Card
ORD000128,2025-07-25,CUST01943,Regular,ST005,PROD0028,Perfume,Beauty,1,2919.71,0.05,2919.71,145.9855,2773.7245000000003,1604.48,1169.2445000000002,Net Banking
ORD000129,2025-09-01,CUST00082,Occasional,ST005,PROD0003,Smartphone,Electronics,3,25659.14,0.05,76977.42,3848.871,73128.549,60053.41,13075.138999999996,UPI
ORD000130,2024-06-19,CUST01561,Regular,ST003,PROD0014,Bedsheet Set,Home & Kitchen,2,4532.8,0.05,9065.6,453.28000000000003,8612.32,6932.28,1680.04,Credit Card
ORD000131,2025-01-16,CUST00776,Regular,ST003,PROD0019,Jeans,Clothing,1,1239.82,0.1,1239.82,123.982,1115.838,608.85,506.98799999999994,UPI
ORD000132,2024-06-21,CUST00278,Premium,ST003,PROD0006,USB-C Charger,Electronics,1,15896.3,0.0,15896.3,0.0,15896.3,13350.53,2545.7699999999986,UPI
ORD000133,2025-10-24,CUST01879,Regular,ST008,PROD0036,Badminton Racket,Sports,1,999.85,0.1,999.85,99.98500000000001,899.865,642.81,257.05500000000006,Credit Card
ORD000134,2025-03-28,CUST02272,Regular,ST004,PROD0020,Hoodie,Clothing,1,1024.62,0.05,1024.62,51.230999999999995,973.3889999999999,522.57,450.81899999999985,UPI
ORD000135,2024-12-15,CUST01608,Regular,ST001,PROD0001,Wireless Headphones,Electronics,1,71728.58,0.1,71728.58,7172.858,64555.722,56444.89,8110.832000000002,Debit Card
ORD000136,2025-09-25,CUST00606,Regular,ST004,PROD0010,Mixer Grinder,Home & Kitchen,2,12514.95,0.1,25029.9,2502.9900000000002,22526.91,17082.77,5444.139999999999,Credit Card
ORD000137,2025-05-08,CUST02067,Occasional,ST001,PROD0013,Dinner Set,Home & Kitchen,1,8112.39,0.2,8112.39,1622.478,6489.912,4989.4,1500.5120000000006,UPI
ORD000138,2025-09-11,CUST00640,Occasional,ST002,PROD0012,Coffee Maker,Home & Kitchen,3,11103.41,0.2,33310.229999999996,6662.045999999999,26648.183999999997,19282.68,7365.503999999997,Debit Card
ORD000139,2024-01-04,CUST01790,Regular,ST004,PROD0011,Electric Kettle,Home & Kitchen,2,2062.4,0.25,4124.8,1031.2,3093.6000000000004,2530.44,563.1600000000003,Debit Card
ORD000140,2024-04-02,CUST01757,Occasional,ST004,PROD0036,Badminton Racket,Sports,1,999.85,0.0,999.85,0.0,999.85,719.61,280.24,Credit Card
ORD000141,2024-01-06,CUST01367,Regular,ST008,PROD0017,Men's T-Shirt,Clothing,1,3182.37,0.0,3182.37,0.0,3182.37,1547.51,1634.86,UPI
ORD000142,2024-10-14,CUST02145,Regular,ST008,PROD0047,Breakfast Cereal,Grocery,4,1377.5,0.05,5510.0,275.5,5234.5,4536.5,698.0,Debit Card
ORD000143,2025-09-09,CUST00175,Occasional,ST001,PROD0029,Lipstick,Beauty,4,3353.75,0.2,13415.0,2683.0,10732.0,4878.12,5853.88,Credit Card
ORD000144,2024-05-25,CUST01377,Occasional,ST004,PROD0003,Smartphone,Electronics,1,25659.14,0.1,25659.14,2565.914,23093.226,18143.42,4949.8060000000005,Credit Card
ORD000145,2025-02-27,CUST00348,Occasional,ST006,PROD0029,Lipstick,Beauty,2,3353.75,0.05,6707.5,335.375,6372.125,3274.75,3097.375,UPI
ORD000146,2025-08-30,CUST00001,Regular,ST002,PROD0010,Mixer Grinder,Home & Kitchen,5,12514.95,0.15,62574.75,9386.2125,53188.5375,42811.35,10377.1875,UPI
ORD000147,2025-04-01,CUST00063,Occasional,ST006,PROD0046,Biscuits,Grocery,5,1680.92,0.15,8404.6,1260.69,7143.91,5891.53,1252.38,UPI
ORD000148,2024-07-20,CUST01784,Regular,ST007,PROD0019,Jeans,Clothing,1,1239.82,0.15,1239.82,185.97299999999998,1053.847,492.42,561.4269999999999,UPI
ORD000149,2024-07-30,CUST00226,Regular,ST005,PROD0004,Laptop,Electronics,2,55531.62,0.1,111063.24,11106.324,99956.916,88529.75,11427.165999999997,Credit Card
ORD000150,2024-01-06,CUST02471,Occasional,ST003,PROD0046,Biscuits,Grocery,2,1680.92,0.1,3361.84,336.184,3025.656,2533.68,491.9760000000001,UPI
ORD000151,2025-09-15,CUST01043,Regular,ST008,PROD0038,Skipping Rope,Sports,1,3408.68,0.1,3408.68,340.868,3067.812,1821.92,1245.8919999999998,Debit Card
ORD000152,2025-01-10,CUST02079,Regular,ST007,PROD0012,Coffee Maker,Home & Kitchen,3,11103.41,0.1,33310.229999999996,3331.0229999999997,29979.206999999995,25362.88,4616.326999999994,Credit Card
